marmoset,rhesus,gorilla,chimp,human
ALDH9A1,ALDH9A1,ALDH9A1,ALDH9A1,ALDH9A1
ALDOB,ALDOB,ALDOB,ALDOB,ALDOB
ALDOC,ALDOC,ALDOC,ALDOC,ALDOC
ALG11,ALG11,ALG11,ALG11,ALG11
ALG12,ALG12,ALG12,ALG12,ALG12
ALG13,ALG13,ALG13,ALG13,ALG13
ALG14,ALG14,ALG14,ALG14,ALG14
ALG2,ALG2,ALG2,ALG2,ALG2
ALG3,ALG3,ALG3,ALG3,ALG3
ALG5,ALG5,ALG5,ALG5,ALG5
ALG6,ALG6,ALG6,ALG6,ALG6
ALG8,ALG8,ALG8,ALG8,ALG8
ALG9,ALG9,ALG9,ALG9,ALG9
ALK,ALK,ALK,ALK,ALK
ALKBH1,ALKBH1,ALKBH1,ALKBH1,ALKBH1
ALKBH2,ALKBH2,ALKBH2,ALKBH2,ALKBH2
ALKBH3,ALKBH3,ALKBH3,ALKBH3,ALKBH3
ALKBH4,ALKBH4,ALKBH4,ALKBH4,ALKBH4
ALKBH6,ALKBH6,ALKBH6,ALKBH6,ALKBH6
ALKBH7,ALKBH7,ALKBH7,ALKBH7,ALKBH7
ALKBH8,ALKBH8,ALKBH8,ALKBH8,ALKBH8
ALLC,ALLC,ALLC,ALLC,ALLC
ALMS1,ALMS1,ALMS1,ALMS1,ALMS1
ALOX12,ALOX12,ALOX12,ALOX12,ALOX12
ALOX12B,ALOX12B,ALOX12B,ALOX12B,ALOX12B
ALOX15,ALOX15,ALOX15,ALOX15,ALOX15
ALOX15B,ALOX15B,ALOX15B,ALOX15B,ALOX15B
ALOX5,ALOX5,ALOX5,ALOX5,ALOX5
ALOX5AP,ALOX5AP,ALOX5AP,ALOX5AP,ALOX5AP
ALOXE3,ALOXE3,ALOXE3,ALOXE3,ALOXE3
ALPK1,ALPK1,ALPK1,ALPK1,ALPK1
ALPK2,ALPK2,ALPK2,ALPK2,ALPK2
ALPK3,ALPK3,ALPK3,ALPK3,ALPK3
ALPL,ALPL,ALPL,ALPL,ALPL
ALS2,ALS2,ALS2,ALS2,ALS2
ALS2CL,ALS2CL,ALS2CL,ALS2CL,ALS2CL
ALX1,ALX1,ALX1,ALX1,ALX1
ALX3,ALX3,ALX3,ALX3,ALX3
ALX4,ALX4,ALX4,ALX4,ALX4
AMACR,AMACR,AMACR,AMACR,AMACR
AMBN,AMBN,AMBN,AMBN,AMBN
AMBP,AMBP,AMBP,AMBP,AMBP
AMBRA1,AMBRA1,AMBRA1,AMBRA1,AMBRA1
AMD1,AMD1,AMD1,AMD1,AMD1
AMDHD1,AMDHD1,AMDHD1,AMDHD1,AMDHD1
AMER1,AMER1,AMER1,AMER1,AMER1
AMER2,AMER2,AMER2,AMER2,AMER2
AMH,AMH,AMH,AMH,AMH
AMHR2,AMHR2,AMHR2,AMHR2,AMHR2
AMIGO1,AMIGO1,AMIGO1,AMIGO1,AMIGO1
AMIGO2,AMIGO2,AMIGO2,AMIGO2,AMIGO2
AMIGO3,AMIGO3,AMIGO3,AMIGO3,AMIGO3
AMMECR1,AMMECR1,AMMECR1,AMMECR1,AMMECR1
AMMECR1L,AMMECR1L,AMMECR1L,AMMECR1L,AMMECR1L
AMN,AMN,AMN,AMN,AMN
AMN1,AMN1,AMN1,AMN1,AMN1
AMOT,AMOT,AMOT,AMOT,AMOT
AMOTL1,AMOTL1,AMOTL1,AMOTL1,AMOTL1
AMPD1,AMPD1,AMPD1,AMPD1,AMPD1
AMPD2,AMPD2,AMPD2,AMPD2,AMPD2
AMPD3,AMPD3,AMPD3,AMPD3,AMPD3
AMPH,AMPH,AMPH,AMPH,AMPH
AMT,AMT,AMT,AMT,AMT
AMTN,AMTN,AMTN,AMTN,AMTN
AMZ1,AMZ1,AMZ1,AMZ1,AMZ1
AMZ2,AMZ2,AMZ2,AMZ2,AMZ2
ANAPC1,ANAPC1,ANAPC1,ANAPC1,ANAPC1
ANAPC10,ANAPC10,ANAPC10,ANAPC10,ANAPC10
ANAPC11,ANAPC11,ANAPC11,ANAPC11,ANAPC11
ANAPC13,ANAPC13,ANAPC13,ANAPC13,ANAPC13
ANAPC15,ANAPC15,ANAPC15,ANAPC15,ANAPC15
ANAPC16,ANAPC16,ANAPC16,ANAPC16,ANAPC16
ANAPC2,ANAPC2,ANAPC2,ANAPC2,ANAPC2
ANAPC4,ANAPC4,ANAPC4,ANAPC4,ANAPC4
ANAPC5,ANAPC5,ANAPC5,ANAPC5,ANAPC5
ANAPC7,ANAPC7,ANAPC7,ANAPC7,ANAPC7
ANGEL1,ANGEL1,ANGEL1,ANGEL1,ANGEL1
ANGEL2,ANGEL2,ANGEL2,ANGEL2,ANGEL2
ANGPT1,ANGPT1,ANGPT1,ANGPT1,ANGPT1
ANGPT2,ANGPT2,ANGPT2,ANGPT2,ANGPT2
ANGPT4,ANGPT4,ANGPT4,ANGPT4,ANGPT4
ANGPTL1,ANGPTL1,ANGPTL1,ANGPTL1,ANGPTL1
ANGPTL2,ANGPTL2,ANGPTL2,ANGPTL2,ANGPTL2
ANGPTL3,ANGPTL3,ANGPTL3,ANGPTL3,ANGPTL3
ANGPTL4,ANGPTL4,ANGPTL4,ANGPTL4,ANGPTL4
ANGPTL5,ANGPTL5,ANGPTL5,ANGPTL5,ANGPTL5
ANGPTL6,ANGPTL6,ANGPTL6,ANGPTL6,ANGPTL6
ANGPTL7,ANGPTL7,ANGPTL7,ANGPTL7,ANGPTL7
ANHX,ANHX,ANHX,ANHX,ANHX
ANK1,ANK1,ANK1,ANK1,ANK1
ANK2,ANK2,ANK2,ANK2,ANK2
ANK3,ANK3,ANK3,ANK3,ANK3
ANKAR,ANKAR,ANKAR,ANKAR,ANKAR
ANKDD1A,ANKDD1A,ANKDD1A,ANKDD1A,ANKDD1A
ANKDD1B,ANKDD1B,ANKDD1B,ANKDD1B,ANKDD1B
ANKEF1,ANKEF1,ANKEF1,ANKEF1,ANKEF1
ANKFN1,ANKFN1,ANKFN1,ANKFN1,ANKFN1
ANKFY1,ANKFY1,ANKFY1,ANKFY1,ANKFY1
ANKH,ANKH,ANKH,ANKH,ANKH
ANKIB1,ANKIB1,ANKIB1,ANKIB1,ANKIB1
ANKK1,ANKK1,ANKK1,ANKK1,ANKK1
ANKLE1,ANKLE1,ANKLE1,ANKLE1,ANKLE1
ANKLE2,ANKLE2,ANKLE2,ANKLE2,ANKLE2
ANKMY1,ANKMY1,ANKMY1,ANKMY1,ANKMY1
ANKMY2,ANKMY2,ANKMY2,ANKMY2,ANKMY2
ANKRA2,ANKRA2,ANKRA2,ANKRA2,ANKRA2
ANKRD1,ANKRD1,ANKRD1,ANKRD1,ANKRD1
ANKRD10,ANKRD10,ANKRD10,ANKRD10,ANKRD10
ANKRD12,ANKRD12,ANKRD12,ANKRD12,ANKRD12
ANKRD13A,ANKRD13A,ANKRD13A,ANKRD13A,ANKRD13A
ANKRD13B,ANKRD13B,ANKRD13B,ANKRD13B,ANKRD13B
ANKRD13C,ANKRD13C,ANKRD13C,ANKRD13C,ANKRD13C
ANKRD13D,ANKRD13D,ANKRD13D,ANKRD13D,ANKRD13D
ANKRD16,ANKRD16,ANKRD16,ANKRD16,ANKRD16
ANKRD17,ANKRD17,ANKRD17,ANKRD17,ANKRD17
ANKRD2,ANKRD2,ANKRD2,ANKRD2,ANKRD2
ANKRD22,ANKRD22,ANKRD22,ANKRD22,ANKRD22
ANKRD23,ANKRD23,ANKRD23,ANKRD23,ANKRD23
ANKRD24,ANKRD24,ANKRD24,ANKRD24,ANKRD24
ANKRD26,ANKRD26,ANKRD26,ANKRD26,ANKRD26
ANKRD27,ANKRD27,ANKRD27,ANKRD27,ANKRD27
ANKRD28,ANKRD28,ANKRD28,ANKRD28,ANKRD28
ANKRD29,ANKRD29,ANKRD29,ANKRD29,ANKRD29
ANKRD30A,ANKRD30A,ANKRD30A,ANKRD30A,ANKRD30A
ANKRD31,ANKRD31,ANKRD31,ANKRD31,ANKRD31
ANKRD33,ANKRD33,ANKRD33,ANKRD33,ANKRD33
ANKRD33B,ANKRD33B,ANKRD33B,ANKRD33B,ANKRD33B
ANKRD34A,ANKRD34A,ANKRD34A,ANKRD34A,ANKRD34A
ANKRD34B,ANKRD34B,ANKRD34B,ANKRD34B,ANKRD34B
ANKRD34C,ANKRD34C,ANKRD34C,ANKRD34C,ANKRD34C
ANKRD35,ANKRD35,ANKRD35,ANKRD35,ANKRD35
ANKRD37,ANKRD37,ANKRD37,ANKRD37,ANKRD37
ANKRD39,ANKRD39,ANKRD39,ANKRD39,ANKRD39
ANKRD40,ANKRD40,ANKRD40,ANKRD40,ANKRD40
ANKRD42,ANKRD42,ANKRD42,ANKRD42,ANKRD42
ANKRD44,ANKRD44,ANKRD44,ANKRD44,ANKRD44
ANKRD45,ANKRD45,ANKRD45,ANKRD45,ANKRD45
ANKRD46,ANKRD46,ANKRD46,ANKRD46,ANKRD46
ANKRD49,ANKRD49,ANKRD49,ANKRD49,ANKRD49
ANKRD50,ANKRD50,ANKRD50,ANKRD50,ANKRD50
ANKRD52,ANKRD52,ANKRD52,ANKRD52,ANKRD52
ANKRD53,ANKRD53,ANKRD53,ANKRD53,ANKRD53
ANKRD54,ANKRD54,ANKRD54,ANKRD54,ANKRD54
ANKRD55,ANKRD55,ANKRD55,ANKRD55,ANKRD55
ANKRD6,ANKRD6,ANKRD6,ANKRD6,ANKRD6
ANKRD60,ANKRD60,ANKRD60,ANKRD60,ANKRD60
ANKRD61,ANKRD61,ANKRD61,ANKRD61,ANKRD61
ANKRD62,ANKRD62,ANKRD62,ANKRD62,ANKRD62
ANKRD7,ANKRD7,ANKRD7,ANKRD7,ANKRD7
ANKRD9,ANKRD9,ANKRD9,ANKRD9,ANKRD9
ANKS1A,ANKS1A,ANKS1A,ANKS1A,ANKS1A
ANKS1B,ANKS1B,ANKS1B,ANKS1B,ANKS1B
ANKS6,ANKS6,ANKS6,ANKS6,ANKS6
ANKUB1,ANKUB1,ANKUB1,ANKUB1,ANKUB1
ANKZF1,ANKZF1,ANKZF1,ANKZF1,ANKZF1
ANLN,ANLN,ANLN,ANLN,ANLN
ANO1,ANO1,ANO1,ANO1,ANO1
ANO10,ANO10,ANO10,ANO10,ANO10
ANO2,ANO2,ANO2,ANO2,ANO2
ANO3,ANO3,ANO3,ANO3,ANO3
ANO4,ANO4,ANO4,ANO4,ANO4
ANO5,ANO5,ANO5,ANO5,ANO5
ANO6,ANO6,ANO6,ANO6,ANO6
ANO7,ANO7,ANO7,ANO7,ANO7
ANO8,ANO8,ANO8,ANO8,ANO8
ANP32A,ANP32A,ANP32A,ANP32A,ANP32A
ANP32B,ANP32B,ANP32B,ANP32B,ANP32B
ANP32E,ANP32E,ANP32E,ANP32E,ANP32E
ANPEP,ANPEP,ANPEP,ANPEP,ANPEP
ANTXR1,ANTXR1,ANTXR1,ANTXR1,ANTXR1
ANTXR2,ANTXR2,ANTXR2,ANTXR2,ANTXR2
ANXA1,ANXA1,ANXA1,ANXA1,ANXA1
ANXA10,ANXA10,ANXA10,ANXA10,ANXA10
ANXA11,ANXA11,ANXA11,ANXA11,ANXA11
ANXA13,ANXA13,ANXA13,ANXA13,ANXA13
ANXA2,ANXA2,ANXA2,ANXA2,ANXA2
ANXA3,ANXA3,ANXA3,ANXA3,ANXA3
ANXA4,ANXA4,ANXA4,ANXA4,ANXA4
ANXA5,ANXA5,ANXA5,ANXA5,ANXA5
ANXA6,ANXA6,ANXA6,ANXA6,ANXA6
ANXA7,ANXA7,ANXA7,ANXA7,ANXA7
ANXA9,ANXA9,ANXA9,ANXA9,ANXA9
AOAH,AOAH,AOAH,AOAH,AOAH
AOC1,AOC1,AOC1,AOC1,AOC1
AOX1,AOX1,AOX1,AOX1,AOX1
AP1AR,AP1AR,AP1AR,AP1AR,AP1AR
AP1B1,AP1B1,AP1B1,AP1B1,AP1B1
AP1G2,AP1G2,AP1G2,AP1G2,AP1G2
AP1M1,AP1M1,AP1M1,AP1M1,AP1M1
AP1M2,AP1M2,AP1M2,AP1M2,AP1M2
AP1S1,AP1S1,AP1S1,AP1S1,AP1S1
AP1S2,AP1S2,AP1S2,AP1S2,AP1S2
AP1S3,AP1S3,AP1S3,AP1S3,AP1S3
AP2A1,AP2A1,AP2A1,AP2A1,AP2A1
AP2A2,AP2A2,AP2A2,AP2A2,AP2A2
AP2B1,AP2B1,AP2B1,AP2B1,AP2B1
AP2M1,AP2M1,AP2M1,AP2M1,AP2M1
AP2S1,AP2S1,AP2S1,AP2S1,AP2S1
AP3B1,AP3B1,AP3B1,AP3B1,AP3B1
AP3B2,AP3B2,AP3B2,AP3B2,AP3B2
AP3D1,AP3D1,AP3D1,AP3D1,AP3D1
AP3M1,AP3M1,AP3M1,AP3M1,AP3M1
AP3M2,AP3M2,AP3M2,AP3M2,AP3M2
AP3S1,AP3S1,AP3S1,AP3S1,AP3S1
AP3S2,AP3S2,AP3S2,AP3S2,AP3S2
AP4B1,AP4B1,AP4B1,AP4B1,AP4B1
AP4E1,AP4E1,AP4E1,AP4E1,AP4E1
AP4M1,AP4M1,AP4M1,AP4M1,AP4M1
AP4S1,AP4S1,AP4S1,AP4S1,AP4S1
AP5B1,AP5B1,AP5B1,AP5B1,AP5B1
AP5M1,AP5M1,AP5M1,AP5M1,AP5M1
AP5S1,AP5S1,AP5S1,AP5S1,AP5S1
AP5Z1,AP5Z1,AP5Z1,AP5Z1,AP5Z1
APAF1,APAF1,APAF1,APAF1,APAF1
APBA1,APBA1,APBA1,APBA1,APBA1
APBA2,APBA2,APBA2,APBA2,APBA2
APBA3,APBA3,APBA3,APBA3,APBA3
APBB1,APBB1,APBB1,APBB1,APBB1
APBB2,APBB2,APBB2,APBB2,APBB2
APBB3,APBB3,APBB3,APBB3,APBB3
APC,APC,APC,APC,APC
APC2,APC2,APC2,APC2,APC2
APCDD1,APCDD1,APCDD1,APCDD1,APCDD1
APCDD1L,APCDD1L,APCDD1L,APCDD1L,APCDD1L
APEH,APEH,APEH,APEH,APEH
APELA,APELA,APELA,APELA,APELA
APEX1,APEX1,APEX1,APEX1,APEX1
APEX2,APEX2,APEX2,APEX2,APEX2
APH1A,APH1A,APH1A,APH1A,APH1A
APH1B,APH1B,APH1B,APH1B,APH1B
API5,API5,API5,API5,API5
APIP,APIP,APIP,APIP,APIP
APLF,APLF,APLF,APLF,APLF
APLNR,APLNR,APLNR,APLNR,APLNR
APLP1,APLP1,APLP1,APLP1,APLP1
APLP2,APLP2,APLP2,APLP2,APLP2
APMAP,APMAP,APMAP,APMAP,APMAP
APOA1,APOA1,APOA1,APOA1,APOA1
APOA5,APOA5,APOA5,APOA5,APOA5
APOB,APOB,APOB,APOB,APOB
APOBEC1,APOBEC1,APOBEC1,APOBEC1,APOBEC1
APOBEC2,APOBEC2,APOBEC2,APOBEC2,APOBEC2
APOBEC3A,APOBEC3A,APOBEC3A,APOBEC3A,APOBEC3A
APOBEC3G,APOBEC3G,APOBEC3G,APOBEC3G,APOBEC3G
APOBEC3H,APOBEC3H,APOBEC3H,APOBEC3H,APOBEC3H
APOBEC4,APOBEC4,APOBEC4,APOBEC4,APOBEC4
APOC1,APOC1,APOC1,APOC1,APOC1
APOD,APOD,APOD,APOD,APOD
APOE,APOE,APOE,APOE,APOE
APOF,APOF,APOF,APOF,APOF
APOH,APOH,APOH,APOH,APOH
APOL6,APOL6,APOL6,APOL6,APOL6
APOLD1,APOLD1,APOLD1,APOLD1,APOLD1
APOM,APOM,APOM,APOM,APOM
APOO,APOO,APOO,APOO,APOO
APOOL,APOOL,APOOL,APOOL,APOOL
APP,APP,APP,APP,APP
APPBP2,APPBP2,APPBP2,APPBP2,APPBP2
APPL1,APPL1,APPL1,APPL1,APPL1
APPL2,APPL2,APPL2,APPL2,APPL2
APTX,APTX,APTX,APTX,APTX
AQP1,AQP1,AQP1,AQP1,AQP1
AQP10,AQP10,AQP10,AQP10,AQP10
AQP11,AQP11,AQP11,AQP11,AQP11
AQP3,AQP3,AQP3,AQP3,AQP3
AQP4,AQP4,AQP4,AQP4,AQP4
AQP6,AQP6,AQP6,AQP6,AQP6
AQP7,AQP7,AQP7,AQP7,AQP7
AQP9,AQP9,AQP9,AQP9,AQP9
AQR,AQR,AQR,AQR,AQR
AR,AR,AR,AR,AR
ARAF,ARAF,ARAF,ARAF,ARAF
ARAP1,ARAP1,ARAP1,ARAP1,ARAP1
ARAP2,ARAP2,ARAP2,ARAP2,ARAP2
ARAP3,ARAP3,ARAP3,ARAP3,ARAP3
ARC,ARC,ARC,ARC,ARC
ARCN1,ARCN1,ARCN1,ARCN1,ARCN1
AREG,AREG,AREG,AREG,AREG
AREL1,AREL1,AREL1,AREL1,AREL1
ARF1,ARF1,ARF1,ARF1,ARF1
ARF3,ARF3,ARF3,ARF3,ARF3
ARF4,ARF4,ARF4,ARF4,ARF4
ARF5,ARF5,ARF5,ARF5,ARF5
ARF6,ARF6,ARF6,ARF6,ARF6
ARFGAP1,ARFGAP1,ARFGAP1,ARFGAP1,ARFGAP1
ARFGAP2,ARFGAP2,ARFGAP2,ARFGAP2,ARFGAP2
ARFGAP3,ARFGAP3,ARFGAP3,ARFGAP3,ARFGAP3
ARFGEF1,ARFGEF1,ARFGEF1,ARFGEF1,ARFGEF1
ARFGEF2,ARFGEF2,ARFGEF2,ARFGEF2,ARFGEF2
ARFGEF3,ARFGEF3,ARFGEF3,ARFGEF3,ARFGEF3
ARFIP1,ARFIP1,ARFIP1,ARFIP1,ARFIP1
ARFIP2,ARFIP2,ARFIP2,ARFIP2,ARFIP2
ARFRP1,ARFRP1,ARFRP1,ARFRP1,ARFRP1
ARG1,ARG1,ARG1,ARG1,ARG1
ARG2,ARG2,ARG2,ARG2,ARG2
ARGFX,ARGFX,ARGFX,ARGFX,ARGFX
ARGLU1,ARGLU1,ARGLU1,ARGLU1,ARGLU1
ARHGAP1,ARHGAP1,ARHGAP1,ARHGAP1,ARHGAP1
ARHGAP10,ARHGAP10,ARHGAP10,ARHGAP10,ARHGAP10
ARHGAP11A,ARHGAP11A,ARHGAP11A,ARHGAP11A,ARHGAP11A
ARHGAP12,ARHGAP12,ARHGAP12,ARHGAP12,ARHGAP12
ARHGAP15,ARHGAP15,ARHGAP15,ARHGAP15,ARHGAP15
ARHGAP18,ARHGAP18,ARHGAP18,ARHGAP18,ARHGAP18
ARHGAP19,ARHGAP19,ARHGAP19,ARHGAP19,ARHGAP19
ARHGAP20,ARHGAP20,ARHGAP20,ARHGAP20,ARHGAP20
ARHGAP21,ARHGAP21,ARHGAP21,ARHGAP21,ARHGAP21
ARHGAP22,ARHGAP22,ARHGAP22,ARHGAP22,ARHGAP22
ARHGAP23,ARHGAP23,ARHGAP23,ARHGAP23,ARHGAP23
ARHGAP24,ARHGAP24,ARHGAP24,ARHGAP24,ARHGAP24
ARHGAP25,ARHGAP25,ARHGAP25,ARHGAP25,ARHGAP25
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
ARHGAP27,ARHGAP27,ARHGAP27,ARHGAP27,ARHGAP27
ARHGAP28,ARHGAP28,ARHGAP28,ARHGAP28,ARHGAP28
ARHGAP29,ARHGAP29,ARHGAP29,ARHGAP29,ARHGAP29
ARHGAP30,ARHGAP30,ARHGAP30,ARHGAP30,ARHGAP30
ARHGAP31,ARHGAP31,ARHGAP31,ARHGAP31,ARHGAP31
ARHGAP32,ARHGAP32,ARHGAP32,ARHGAP32,ARHGAP32
ARHGAP33,ARHGAP33,ARHGAP33,ARHGAP33,ARHGAP33
ARHGAP35,ARHGAP35,ARHGAP35,ARHGAP35,ARHGAP35
ARHGAP36,ARHGAP36,ARHGAP36,ARHGAP36,ARHGAP36
ARHGAP39,ARHGAP39,ARHGAP39,ARHGAP39,ARHGAP39
ARHGAP4,ARHGAP4,ARHGAP4,ARHGAP4,ARHGAP4
ARHGAP40,ARHGAP40,ARHGAP40,ARHGAP40,ARHGAP40
ARHGAP42,ARHGAP42,ARHGAP42,ARHGAP42,ARHGAP42
ARHGAP44,ARHGAP44,ARHGAP44,ARHGAP44,ARHGAP44
ARHGAP5,ARHGAP5,ARHGAP5,ARHGAP5,ARHGAP5
ARHGAP6,ARHGAP6,ARHGAP6,ARHGAP6,ARHGAP6
ARHGAP8,ARHGAP8,ARHGAP8,ARHGAP8,ARHGAP8
ARHGAP9,ARHGAP9,ARHGAP9,ARHGAP9,ARHGAP9
ARHGDIA,ARHGDIA,ARHGDIA,ARHGDIA,ARHGDIA
ARHGDIB,ARHGDIB,ARHGDIB,ARHGDIB,ARHGDIB
ARHGEF1,ARHGEF1,ARHGEF1,ARHGEF1,ARHGEF1
ARHGEF10,ARHGEF10,ARHGEF10,ARHGEF10,ARHGEF10
ARHGEF10L,ARHGEF10L,ARHGEF10L,ARHGEF10L,ARHGEF10L
ARHGEF11,ARHGEF11,ARHGEF11,ARHGEF11,ARHGEF11
ARHGEF12,ARHGEF12,ARHGEF12,ARHGEF12,ARHGEF12
ARHGEF15,ARHGEF15,ARHGEF15,ARHGEF15,ARHGEF15
ARHGEF16,ARHGEF16,ARHGEF16,ARHGEF16,ARHGEF16
ARHGEF17,ARHGEF17,ARHGEF17,ARHGEF17,ARHGEF17
ARHGEF18,ARHGEF18,ARHGEF18,ARHGEF18,ARHGEF18
ARHGEF19,ARHGEF19,ARHGEF19,ARHGEF19,ARHGEF19
ARHGEF2,ARHGEF2,ARHGEF2,ARHGEF2,ARHGEF2
ARHGEF25,ARHGEF25,ARHGEF25,ARHGEF25,ARHGEF25
ARHGEF26,ARHGEF26,ARHGEF26,ARHGEF26,ARHGEF26
ARHGEF28,ARHGEF28,ARHGEF28,ARHGEF28,ARHGEF28
ARHGEF3,ARHGEF3,ARHGEF3,ARHGEF3,ARHGEF3
ARHGEF33,ARHGEF33,ARHGEF33,ARHGEF33,ARHGEF33
ARHGEF37,ARHGEF37,ARHGEF37,ARHGEF37,ARHGEF37
ARHGEF38,ARHGEF38,ARHGEF38,ARHGEF38,ARHGEF38
ARHGEF39,ARHGEF39,ARHGEF39,ARHGEF39,ARHGEF39
ARHGEF40,ARHGEF40,ARHGEF40,ARHGEF40,ARHGEF40
ARHGEF6,ARHGEF6,ARHGEF6,ARHGEF6,ARHGEF6
ARHGEF7,ARHGEF7,ARHGEF7,ARHGEF7,ARHGEF7
ARHGEF9,ARHGEF9,ARHGEF9,ARHGEF9,ARHGEF9
ARID1A,ARID1A,ARID1A,ARID1A,ARID1A
ARID1B,ARID1B,ARID1B,ARID1B,ARID1B
ARID2,ARID2,ARID2,ARID2,ARID2
ARID3A,ARID3A,ARID3A,ARID3A,ARID3A
ARID3B,ARID3B,ARID3B,ARID3B,ARID3B
ARID3C,ARID3C,ARID3C,ARID3C,ARID3C
ARID4A,ARID4A,ARID4A,ARID4A,ARID4A
ARID4B,ARID4B,ARID4B,ARID4B,ARID4B
ARID5A,ARID5A,ARID5A,ARID5A,ARID5A
ARID5B,ARID5B,ARID5B,ARID5B,ARID5B
ARIH1,ARIH1,ARIH1,ARIH1,ARIH1
ARIH2,ARIH2,ARIH2,ARIH2,ARIH2
ARIH2OS,ARIH2OS,ARIH2OS,ARIH2OS,ARIH2OS
ARL1,ARL1,ARL1,ARL1,ARL1
ARL10,ARL10,ARL10,ARL10,ARL10
ARL11,ARL11,ARL11,ARL11,ARL11
ARL13A,ARL13A,ARL13A,ARL13A,ARL13A
ARL13B,ARL13B,ARL13B,ARL13B,ARL13B
ARL14EP,ARL14EP,ARL14EP,ARL14EP,ARL14EP
ARL15,ARL15,ARL15,ARL15,ARL15
ARL16,ARL16,ARL16,ARL16,ARL16
ARL2,ARL2,ARL2,ARL2,ARL2
ARL3,ARL3,ARL3,ARL3,ARL3
ARL4A,ARL4A,ARL4A,ARL4A,ARL4A
ARL4C,ARL4C,ARL4C,ARL4C,ARL4C
ARL4D,ARL4D,ARL4D,ARL4D,ARL4D
ARL5A,ARL5A,ARL5A,ARL5A,ARL5A
ARL5B,ARL5B,ARL5B,ARL5B,ARL5B
ARL5C,ARL5C,ARL5C,ARL5C,ARL5C
ARL6,ARL6,ARL6,ARL6,ARL6
ARL6IP4,ARL6IP4,ARL6IP4,ARL6IP4,ARL6IP4
ARL6IP5,ARL6IP5,ARL6IP5,ARL6IP5,ARL6IP5
ARL6IP6,ARL6IP6,ARL6IP6,ARL6IP6,ARL6IP6
ARL8A,ARL8A,ARL8A,ARL8A,ARL8A
ARL8B,ARL8B,ARL8B,ARL8B,ARL8B
ARL9,ARL9,ARL9,ARL9,ARL9
ARMC1,ARMC1,ARMC1,ARMC1,ARMC1
ARMC10,ARMC10,ARMC10,ARMC10,ARMC10
ARMC12,ARMC12,ARMC12,ARMC12,ARMC12
ARMC2,ARMC2,ARMC2,ARMC2,ARMC2
ARMC3,ARMC3,ARMC3,ARMC3,ARMC3
ARMC4,ARMC4,ARMC4,ARMC4,ARMC4
ARMC6,ARMC6,ARMC6,ARMC6,ARMC6
ARMC7,ARMC7,ARMC7,ARMC7,ARMC7
ARMC8,ARMC8,ARMC8,ARMC8,ARMC8
ARMC9,ARMC9,ARMC9,ARMC9,ARMC9
ARMCX1,ARMCX1,ARMCX1,ARMCX1,ARMCX1
ARMCX2,ARMCX2,ARMCX2,ARMCX2,ARMCX2
ARMCX3,ARMCX3,ARMCX3,ARMCX3,ARMCX3
ARMCX4,ARMCX4,ARMCX4,ARMCX4,ARMCX4
ARMCX5,ARMCX5,ARMCX5,ARMCX5,ARMCX5
ARMT1,ARMT1,ARMT1,ARMT1,ARMT1
ARNT,ARNT,ARNT,ARNT,ARNT
ARNT2,ARNT2,ARNT2,ARNT2,ARNT2
ARNTL,ARNTL,ARNTL,ARNTL,ARNTL
ARPC1A,ARPC1A,ARPC1A,ARPC1A,ARPC1A
ARPC2,ARPC2,ARPC2,ARPC2,ARPC2
ARPC3,ARPC3,ARPC3,ARPC3,ARPC3
ARPC4,ARPC4,ARPC4,ARPC4,ARPC4
ARPC5,ARPC5,ARPC5,ARPC5,ARPC5
ARPC5L,ARPC5L,ARPC5L,ARPC5L,ARPC5L
ARPIN,ARPIN,ARPIN,ARPIN,ARPIN
ARPP19,ARPP19,ARPP19,ARPP19,ARPP19
ARPP21,ARPP21,ARPP21,ARPP21,ARPP21
ARRB1,ARRB1,ARRB1,ARRB1,ARRB1
ARRB2,ARRB2,ARRB2,ARRB2,ARRB2
ARRDC1,ARRDC1,ARRDC1,ARRDC1,ARRDC1
ARRDC2,ARRDC2,ARRDC2,ARRDC2,ARRDC2
ARRDC3,ARRDC3,ARRDC3,ARRDC3,ARRDC3
ARRDC4,ARRDC4,ARRDC4,ARRDC4,ARRDC4
ARSA,ARSA,ARSA,ARSA,ARSA
ARSB,ARSB,ARSB,ARSB,ARSB
ARSD,ARSD,ARSD,ARSD,ARSD
ARSE,ARSE,ARSE,ARSE,ARSE
ARSF,ARSF,ARSF,ARSF,ARSF
ARSG,ARSG,ARSG,ARSG,ARSG
ARSH,ARSH,ARSH,ARSH,ARSH
ARSI,ARSI,ARSI,ARSI,ARSI
ARSJ,ARSJ,ARSJ,ARSJ,ARSJ
ARSK,ARSK,ARSK,ARSK,ARSK
ART1,ART1,ART1,ART1,ART1
ART3,ART3,ART3,ART3,ART3
ART4,ART4,ART4,ART4,ART4
ART5,ART5,ART5,ART5,ART5
ARTN,ARTN,ARTN,ARTN,ARTN
ARV1,ARV1,ARV1,ARV1,ARV1
ARVCF,ARVCF,ARVCF,ARVCF,ARVCF
ARX,ARX,ARX,ARX,ARX
ASAH1,ASAH1,ASAH1,ASAH1,ASAH1
ASAP1,ASAP1,ASAP1,ASAP1,ASAP1
ASAP2,ASAP2,ASAP2,ASAP2,ASAP2
